text,intent
네 알겠습니다 단속 잘 해주세요,질문
바로 무통장 입금으로 해 주세요,질문
잠시만요 마이페이지로 들어간 다음에 어떻게요,질문
오천원만 충천하면 되나요,질문
기타 학원 설립의 가능 여부를 입증하는 서류도 준비해 주세요,질문
만약에 보호구역에 해당 안되면 그냥 진행하면 되나요,질문
네 시간은 몇 시로 안내해 드릴까요,질문
고객님 네 많이 답답하셨겠습니다 혹시 사용한 지 얼마나 되셨을까요,질문
담당자에게 별도로 연락 해주시면 답변 드립니다,질문
그 메시지 보니까 시월 이십육 일로 배송됩니다로 이렇게 뭐 써놨던데요,질문
아 바베큐 시설 이용 예약은 어떻게 해야하나요,질문
이전 설치 말씀하세요 이사를 가시는 건가요 고객님,질문
윤이상 기념관이라는 곳이 있던데 어떤 곳인가요,질문
고객님 사용하신 티비 모델명 혹시 확인 가능하십니까,질문
정확한 위치 확인을 위해서 혹시 주소를 알고 계십니까,질문
지금 전화로도 가능한가요,질문
몇 점 이상 되어야 수료 가능한가요,질문
그러면 저거는 그냥 전화로 신청가능한 것이죠,질문
예산이 정해져 있는 건가요,질문
반갑습니다 어떤 안내가 필요하신가요,질문
경복궁 자경전에서 다례체험행사 참여하시려고요,질문
상품 사용중인데 영상을 전체화면으로 볼 수 있나요,질문
준비해야할 서류가 있나요,질문
민원인께는 내일 다시 연락드리겠다고 전달해 주셔야 할 거 같습니다,질문
아 거기 걸어서 올라갈 수 있을만한 위치입니까,질문
어떻게 구분이 되나요,질문
어떤 도움 필요하세요 고객님,질문
네 이건 관할 교육청에 문의하셔야 합니다,질문
국가기술자격 종목별 관련 학과는 노동부에서 지정하고 있으니 참고 하십시요,질문
알림 기한은 상품이 확보될 때까지 발송되나요,질문
혹시 다른 문의는 없으십니까,질문
혹시 전라도에 숙박할 수 있는 곳이 있나요,질문
네 알겠습니다 그럼 변경까지는 오래 걸리나요,질문
불편하신 경우 홈페이지 상단 몰을 선택하신 후 검색해주시겠어요,질문
네 그 다음에는 어떤 거 해야 하나요,질문
그러시군요 다음에 한번 찾아주세요 손님,질문
네 이름이고 전번입니다,질문
바비큐 이용하려는데 추가금 얼마내야 하나요,질문
온라인 신고로 안내 부탁 드립니다,질문
예 예약일 확정되시면 저희 전번번으로 연락 한 번 부탁 드립니다,질문
입금 처리해주시면 고맙겠습니다 이걸 어떻게 할까요,질문
분무한 다음 오염물제거 경과시간이 있을까요,질문
고객님 구매한 지는 얼마나 되셨나요,질문
무통장 계좌 연말 소득공제 가능 여부 물어보시는 거죠,질문
그러셨습니까 선생님 혹시 도로가 일반도로 지방도로 어느 도로이십니까,질문
네 김치냉장고 관련 문의가 있으신데 잠시 통화 되시겠어요,질문
고객님 다른 문의사항은 없으신가요,질문
일 년 간 무상 서비스 기간입니다 더 다른 문의사항 있으십니까,질문
고객님 성함이랑 연락처만 말씀 부탁드릴게요,질문
북촌마을 서울투어에 소개된 한옥스테이가 있던데 혹시 어디인지 아실까요,질문
네 혹시 다른 문의 사항 있으실까요,질문
고객님 카이트보딩 체험 말씀하시는 걸까요,질문
네 그런데 어떤 상품 문의하시는걸까요,질문
주문하신 분 성함하고 휴대폰 번호 말씀 부탁드립니다,질문
소리가 어떻게 나던가요,질문
더 궁금하신 점은 없으십니까,질문
그럼 열 배 정도 수명 차이가 있는 거네요,질문
네 그렇군요 다른 것은 없나요,질문
아 그럼 등록하고 싶은데 어떻게 해야 하죠,질문
네 어떤 상품 말씀이십니까,질문
다름아니라 학원조례 관련 단위시설의 기준 문의드리려고요,질문
네 어떤 거 도와드릴까요,질문
네 환불 신청하신 수단이 어떻게 되시나요,질문
예술의 전당에 가시려고요,질문
판매가 어렵다 이건가요,질문
그라믄 제가 붙여줄게요 불러주세요,질문
네 팔월부터 언제까지 운영하나요,질문
추가 문의 사항 있으신가요,질문
네 무엇을 도와드릴까요,질문
지원금 예산이 추가 확보가 될 수 있나요,질문
그래요 근데 회원보다 혜택을 더 못 받고 그러나요,질문
네 천원 수수료 부과되시니까 이점 유의해 주세요,질문
사이트 접속 후 어디로 들어가야 하나요,질문
그럼 기한까지는 계속 사용이 되나요,질문
소재가 쿨코튼이라고 되어 있던데 이게 뭐죠,질문
그렇습니다 다른 질문사항 있으십니까,질문
알림 끄시고 싶으신 어플을 눌러주세요,질문
신청 기간은 언제일까요,질문
시간은 얼마나 걸리나요,질문
제가 방법을 알려드릴려고 하는 거지 않겠습니까,질문
고등학교요 어떤 고등학교인가요,질문
네 고객님 어플 말씀이세여,질문
선생님 땅 직불금 관련이십니까,질문
바로 결제에 은행 계좌 몇 개까지 등록이 가능한가요,질문
도로점용허가를 신청하면 설치가 가능한가요,질문
고객님 사진 한번 업로드 해주시고요 다시 전화 부탁드리겠습니다,질문
아 그럼 참여해보고 싶은데 접수는 어떻게 할까요,질문
혹시 휠체어 대여가 가능한가요,질문
네 어떤 질문인지 구체적으로 말씀해 주세요,질문
그러면 증거나 사실관계가 필요할 수도 있겠네요,질문
흰색과 빨간색 중에 흰색만 연결해보세요,질문
네 알려주실 수 있나요,질문
선생님 강의 업데이트 언제 되는지 알려주는 프로그램이 있나요,질문
배송지 변경을 원하시면 해당 주문 취소 후 재주문을 부탁드립니다,질문
반품할 경우 쿠폰이 재발행되나요,질문
네 잠시만요 사업용 신용카드요,질문
네 가능해요 불러주세요,질문
그렇게 춥나요 그럼 이 옷으로는 안되겠네요,질문
네 그거 발급 받으려면 서류나 뭐 필요한 게 있나요,질문
네 천천히 불러드리겠습니다 클릭 하셨나요,질문
무엇을 도와 드릴까요,질문
아 네 그럼 출석체크도 전부 가능한건가요,질문
그래요 저희 지방에 해양수산청 찾아가서 등록하면 되는 건가요,질문
그러면 출고 예상일과는 다를 수도 있다는 거네요,질문
지금 회원이 아닌데 비회원은 어떻게 하나요,질문
좋은 점이 뭐가 있죠,질문
네 고객님 웰빙줌바에에 관한 문의 시군요,질문
추가로 궁금하신 사항은 더 없으실까요,질문
고객님 어떤 도움이 필요하신가요,질문
수고 많으세요 문의 좀 드릴게요,질문
다른 문의 사항 있으실까요,질문
마이페이지에서 출석부 보기를 클릭해주시겠어요,질문
제가 컴퓨터를 잘 못하는데 혹시 이거 대신 고쳐주실 수 있나요,질문
수강 강좌에 종료된 강좌라고 되어있는데 맞나요,질문
그건 어떤 프로그램이에요,질문
기간 한정의 예약상품도 있나요,질문
구체적으로 어떤 오류시죠,질문
먼저 이사가시는 곳에 전입신고 하셨나요,질문
안전사고 예방을 위해서 주의해야 할 점이 있나요,질문
네 부탁드리겠습니다 감사해요,질문
그럼 자동 차감되는 거죠,질문
그게 애가 아직 주민등록 번호도 부여받지 못했는데 가능해요,질문
보드게임은 어떤 종류가 있나요,질문
네 자세한 부분은 기사랑 이야기 할게요 예약 잡아주세요,질문
고객님 상품이 맞나요,질문
순천만국가정원에서 드라마촬영장까지 몇번 버스를 타고 가야 되나요,질문
발송희망일이 언제신가요,질문
다른 문의 사항있으시면 소속으로 연락주세요,질문
이와 관련하여 보다 궁금한 사항이 있으시면 소속으로 연락주세요,질문
발생 시 어떻게 처리하나요,질문
그리고 한 가지 더요 혹시 반려견은요 데리고 탈 수 있나요,질문
네 안녕하세요 혹시 사람 수대로 음식 시켜야하나요,질문
네 다양한 종목들이 있습니다 혹시 원하시는 종목이 있나요,질문
그럼 배송시간이 얼마나 걸리나요,질문
혹시 여기랑 소속이랑 레벨별 커리큘럼 차이 있을까요,질문
네 고객님 지금 진행하고 있는 구매 이벤트 말씀이신가요,질문
더 문의사항 있으실까요,질문
다른 방법은 없나요,질문
어떻게 하는 건가요,질문
그렇군요 축제 기간은 언제부터 언제까지인가요,질문
그 콘센트는 다른곳에 바꿔 꽂아보셔도 그런 건가요,질문
물건 사러 나가려면 차타고 멀리 가야하나요,질문
네 지금 보내주세요,질문
네 공인인증서가 필요한가요,질문
착한 운전 마일리지가 무엇인가요,질문
그래요 그럼 그냥 해 주세요,질문
어떤 문의 이신지 말씀해 주시겠어요,질문
혹시 강의는 실시간으로만 가능한가요,질문
다름아니라 주소에 따른 통학구역 안내 관련해 문의드리려고요,질문
기사님이 금액 알려주시는 거죠,질문
우리교육지원청 홈페이지 전입학안내에 들어가 주시면 돼요,질문
두 시 오십 분으로 접수 도와드릴까요,질문
혹시 여기 행정정보 공동이용 담당 부서 있나요,질문
상품 부분만 다시 출고 요청드릴려면 사진이 필요하거든요 고객님,질문
네 다음 주까지는 기다려 주셔야 될 거 같습니다,질문
변경할 방법이 없나요,질문
그럼 색상은 어떻게 선택하나요,질문
예 고객님 말씀해 주세요,질문
문의를 어디에다 해요,질문
네 어떤 문의이실까요,질문
저는 개인인데 선택하는 란이 있는 거죠,질문
네 버스타고 갈수 있나요,질문
네 저희 소속 강의의 난이도나 내용을 구체적으로 알고 싶으신거죠,질문
그렇게 말씀하신 곳이 군청입니까,질문
초등학교 영어 방과후학교와 관련된 부서 안내 부탁드려요,질문
네 맞습니다 모든 서류는 스캔해서 제출하시면 되세요,질문
아 그러십니까 예약을 취소 하셨어요,질문
네 다른 문의 생기시면 또 언제든 전화 주세요,질문
그럼 아침에 여는 시간은 언제죠,질문
성적이 안 되면 전학을 못하는건가요,질문
혹시 담당자 근무 시간 알 수 있나요,질문
네 그러면 고거 두 개 다 빼서 탈수 한 번 돌려보시겠어요 고객님,질문
예 양문형 냉장고이신가요,질문
외국인이나 법인도 소속 멤버십 회원에 가입할 수 있나요,질문
전화번호 좀 알 수 있을까요,질문
수강중인강좌 메뉴의 PASS 탭에서 상품명에 수강종료일자로 표기되어 보여지오니 이용시 참고 부탁드립니다,질문
안타깝긴 하지만 도움드릴 수 없는 부분 고객님 양해 부탁드립니다,질문
조회 해보니 상품별 이용 가능한 휴강 가능일 수에 적합함으로 나오는데 안되시나요,질문
혹시 제품을 구매하시거나 반품 같은 게 있으신가요,질문
중학교 전 편입학 신청 시기와 배정 처리 기간은 어떻게 되나요,질문
카드 결제할 때 상품 도 함께 쓸 수 있나요,질문
접수하면 꼭 해결해 주는 건가요 이번에 진짜 열심히 했거든요,질문
그래요 앞으로도 안 나오나요,질문
선생님 죄송합니다만 어떤 업무이십니까,질문
필요한 서류가 있나요,질문
네 어떤 점이 궁금하신가요,질문
버스 타면 시간은 얼마나 걸리나요,질문
사회복지학과가요 아 그럼 대면수업이 있다는거죠,질문
그게 저 마스크 걸이 맞죠,질문
다른 혜택은 없나요,질문
어떻게 발급하는 거예요,질문
그런데 지하잔존물을 이유로 계속해서 점용료를 납부하여야 하는지요,질문
네 감사합니다 저희 쇼핑몰에서 옷을 구입해 주셨다고요 근데 어떤 문제가 있으셨나요,질문
무엇을 도와 드릴까요,질문
다름이 아니라 그 노트북 충전하시는 선 중에서 컴퓨터 있죠,질문
당일 접수하고 바로 시험 보면 될까요,질문
네 무엇을 도와드릴까요,질문
반송 상품을 직접 택배로 보낸다는 말씀이신가요,질문
어떤 도움이 필요하세요,질문
네 이름 선생님이요 지금 몇학년 수업 진행하시나요,질문
네 맛있게 준비해 놓을게요 시간 맞춰 오십시오,질문
네 선생님 시내버스에 대한 불편 민원이십니까,질문
좀 더 자세히 말씀해 주시겠어요,질문
결제 후 10일 뒤에는 강의가 자동 시작되니 참고 부탁드립니다,질문
네 어떤 문의사항이신가요,질문
예 고객님 문의사항 말씀해 주세요,질문
소속입니다 무엇을 도와드릴까요,질문
그럼 어떤 방식으로 이루어지는 지에 대한 정보는요 어디서 얻을 수 있어요,질문
소속이랑 스카이 바이크가 있던데 차이점이 뭐죠,질문
아 그러시면 그린모텔은 어떠실까요,질문
자료는 어떤 파일로 제공이 됩니까,질문
저 대체교과목은 어디서 확인할 수 있나요,질문
와서 좀 고쳐주세요,질문
삼만 천구백 원으로 확인되는데 요거 하나 주문해드릴까요,질문
죄인이 크리미너 맞나요,질문
네 실례지만 대신 받으신 주사님 성함 좀 알 수 있을까요,질문
지금 걸어주신 번호와 성함 말씀 해주시겠습니까,질문
그러면 그 표시를 보고 구분하면 되겠네요,질문
과태료 고지서와 사망시간을 확인할 수 있는 서류 그리고 가족관계 증명서가 필요합니다,질문
불편 드려 죄송합니다 고객님 혹시 구매 영수증 가지고 계신가요,질문
그 전에 음식점 영업신고증을 미리 받을 수 있나요,질문
네 검사기관 재지정이십니까,질문
도착하면 바로 타는걸까요,질문
네 판매자 연락처를 알고 싶습니다,질문
헉 하루에 한번인데 에이포용지 두장 정도를 그냥 첨삭해준다고요,질문
고객님 혹시 티비는 몇 인치인지 확인 가능하신가요,질문
정확한 확인을 위해 고객님의 성함과 핸드폰 번호 말씀 부탁 드립니다,질문
온라인 구매 시 선물 포장 가능한가요,질문
네 확인 감사합니다 신청하신 강좌가 원어민 영어 맞으십니까,질문
네 그럼 번호를 주세요,질문
식당 영업 시간이 어떻게 되나요,질문
이거 수강할 때 동영상 화질을 바꿀 수는 없나요,질문
소속 카드로도 되나요,질문
결제 확인은 어디서 하나요,질문
확인하겠습니다 서울시 강서구 주소 가 맞으십니까,질문
아빠의 달 육아휴직도 수당이 있나요,질문
네 접수 되셨습니다 다른 문의 사항 있으십니까,질문
아 그래요 그럼 인터넷 회사에 전화해야 하나,질문
네 어떤 문의이실까요 고객님,질문
네 그래도 따로 뭐 안 해도 되는 건가요,질문
혹시 거기 주차시설이 있나요 아니면 없나요,질문
그러면 별도 위원회를 신설할 필요 없이 학교운영위원회에서 결정해도 되나요,질문
예 그냥 그게 낫겠네요 그렇게 해주세요,질문
시험 당일에 가져가야 할 준비물이 따로 있나요,질문
그래요 그 외의 스포츠 장비는 이용하면 안되나요,질문
네 고객님 모르시는 게 있으시면 다시 문의주세요,질문
네 고객님 다른 문의 사항은 없으신가요,질문
확인 도와드리겠습니다 성함과 연락처 먼저 말씀해주시겠어요,질문
네 혹시 체크인 시간은 몇 시부터인가요,질문
저희가 놀러온거라 이용요금을 몰라서요 알려주시겠어요,질문
네 언제든 문의 주세요,질문
버스로 대략 몇분 정도 소요될까요,질문
음성으로 놀러가는데 식사 맛있고 접근성 좋은 넓은 카페가 있나요,질문
알겠습니다 확인하시고 말씀 부탁드립니다,질문
고객님 저희 홈페이지 회원 아이디 말씀이신가요,질문
고객님 언제 기사님 방문이 편하실까요,질문
네 고객님 어떤 문의이실까요,질문
무엇을 도와드릴까요 선생님,질문
혹시 기타 버전이십니까,질문
네 더 문의사항 있으신가요,질문
네 혹시 입문 강습 2번 정도 받으면 어떻게 될까요,질문
지금 결제해 주신 금액 역시 사만 구천 팔백원으로 확인되거든요,질문
혹시 어디 센터로 내방을 하실 거세요,질문
네 어떻게 도와드릴까요,질문
지금 블루투스 헤드셋도 따로 이용하고 계십니까,질문
은행 자동이체의 경우인데 언제 받을 수 있어요 그러면요,질문
아 네 말씀해주세요,질문
질문이 있으시군요 무엇을 도와드리면 될까요,질문
그렇군요 그럼 이삼 일 후 시간 지정은 되나요,질문
부품이 나가가지고 부품이 지금 소속에서 단종된 거 아니예요,질문
네 그게 그렇게 되나요,질문
다음 주 초면은 화요일까지 가능한거죠,질문
소속 이름 상담사 입니다 무엇을 도와 드릴까요,질문
안심택배 서비스는 뭔가요,질문
그럼 승인이 안되면 취소가 안되는 거예요,질문
시민의 교육 길잡이 소속입니다 무엇을 도와드릴까요,질문
그럼 방법이 없나요,질문
제가 상품 샀는데요 수량 변경 해주세요,질문
재심사가 이뤄질 때까지 어떻게 가해 학생을 처리해야 하나요,질문
그럼 차량에 탄 사람 수대로 결제를 따로 할 수는 있나요,질문
선생님 횡단보도가 있는 곳을 알려주실 수 있나요,질문
네 고객님 정보 확인을 위해 성함 연락처 부탁드립니다,질문
네 고객님 어떤 문의시죠,질문
백운산에 눈 많이 오나요,질문
그러면 제가 현금을 미리 준비해야 되는 거죠,질문
네 그러셨군요 어떤 게 궁금하신가요,질문
혹시 배송 받기 전이십니까,질문
네 그렇죠 그래서요,질문
어떤 도움이 필요하십니까,질문
서류는 학생부 말씀 주시는 건가요,질문
강아지가 좋아하겠네요 그러면 주소 확인 한번 부탁드려요,질문
아 그렇군요 혹시 공기청정기 대여도 가능한가요,질문
여기는 결제 방식이 뭐가 있어요,질문
아 정말이요 그러면 예약을 해야 하나요,질문
더 필요하신건 없으실까요,질문
네 혹시 변경 신고이신가요 그냥 신고이신가요,질문
고객님 성함은 어떻게 되십니까,질문
이거 그냥 일로 그 신청서랑 허가증만 보내면 되죠 수수료는 있어요,질문
아 그러면 대여비는 얼마인가요,질문
네 예약자 분 성함과 연락처 말씀해 주세요,질문
네 어떤 문의 사항 있으실까요,질문
우측 상단에 주문조회를 클릭해주세요,질문
어떤 부분에서 오류가 나셨을까요,질문
크리스탈은 단체로 이용 하면 얼마인가요,질문
낙안읍성 안에 민박집이 있나요 추천 부탁합니다,질문
네 혹시 어떤 게 잘 안되셨을까요,질문
네 그 방법밖에 없는거겠죠,질문
매장마다 다르니 방문하셔 확인해 주세요,질문
네 다른 문의 사항 있으신가요,질문
무엇을 도와드릴까요 고객님,질문
먼저 성함과 연락처 부탁드립니다,질문
그래요 어디로 가야 돼죠,질문
네 어떤 건의시죠,질문
네 제조설명서랑 또 뭐가 필요해요,질문
네 추가로 궁금하신 사항 있으시면 소속에 연락주세요,질문
아 네 그럼 시험지 프린트는 불가능한 거죠,질문
교육장이 내린 조치에 대하여 이의가 있는 경우 말씀이신가요,질문
소속 쇼핑몰 맞죠 맞게 전화 걸었나요 제가,질문
혹시 더 문의 사항 있으실까요,질문
소속에 숙박해야 이용할 수 있는 건가요,질문
오전 제일 빠른 시간 대는 아홉 시 이십 분 있으신데 괜찮으신가요,질문
잘 알고 계신 시설이라도 반드시 답사 실시 하여야 합니다,질문
그럼 제출해야 하는 서류는 무엇인가요,질문
11월 5일 예약한 이름 고객님 예약건 인원 변경 할게요,질문
그러면 어떻게 해야 하나요,질문
그럼 결제내역이나 주문내역도 알 수 없는 건가요,질문
아니면 택배로 배송되는 상품인가요,질문
소속에 있는 거 말고 선택하는 거 맞죠,질문
옻닭 먹으려면 어디로 가야 할까요 죄다 해물이라 찾기가 힘드네요,질문
네 안녕하세요 거기가 추어탕 음식점 맞나요,질문
이번 추석에 특강 마련되어있나요,질문
더 궁금하신 점이 있으신가요,질문
분철권수는 몇 권이나 되나요,질문
팔찌 아니면 목걸이 어떤 걸로 도와드릴까요,질문
왜 차이가 나나요,질문
안녕하세요 일만 원 적립금 쿠폰은 언제 발급돼요,질문
네 물론이죠 주소가 어떻게 되실까요,질문
소속초등학교 관련 민원 좀 요청 하려구요,질문
담당 부서 알려 주세요,질문
소속 페이로 사이트에서 결제가 가능한가요,질문
상품 포인트로 소속 보너스 캐쉬로 이전 할 수 있나요,질문
네 고객님 추가 문의 사항이 있으신가요,질문
네 더 궁금하신 점 없으신가요,질문
혹시 티비 옆에 셋탑박스라고 해서 기타 티비로 연결되어 있으실까요,질문
피씨는 안되고 휴대폰만,질문
기술지원팀 전번으로 연락하시면 원격제어로 점검을 도와드립니다,질문
아니요 열 시 십 분이랑 열한 시 있으세요 괜찮으세요,질문
그걸로 업그레이드가 가능한가요,질문
그 몇 분 뜨는 것 좀 설치해주시면 안 돼요,질문
그래도 해주세요 기다릴게요,질문
한정식 말고 다른 메뉴도 있나요,질문
버튼으로 변경을 해야 한다고요,질문
한달 리뷰 작성 리워드가 백 오십 포인트라던데요,질문
색상은 블랙으로 하실 건가요,질문
고객님 성함과 연락처를 알려주시겠습니까,질문
마일리지는 어떻게 사용하나요,질문
관광 문화 해설 프로그램을 운영하는 곳이 있나요,질문
네 잠시만 요 한번 확인해 보겠습니다,질문
네 감사합니다 루지 요금은 얼마인가요,질문
정보목록 들어간 후에 어떻게 해요,질문
네 고객님 편하게 말씀하세요,질문
가족이 가면 어떤 서류를 가져가야 돼요,질문
네 교육과정 이수 서류요,질문
네 혹시 어떤게 문제이신가요 고객님,질문
네 그거 혹시 다른 곳으로 못 옮기나요,질문
안녕하세요 아이 진학 문의 좀 드리려고 하는데요,질문
선생님 초등학교 건립에 관한 문의시죠,질문
2017년 신간 교재가 궁금해서요,질문
그렇군요 음 짚트랙이랑 스카이타워 스카이점프 가격이 어떻게 돼요,질문
예 그러면 택배사 지연이죠,질문
다른 문의 사항 있으실까요,질문
공무원의 부조리 목격 시 어디에 신고할 수 있나요,질문
네 두 개 알겠고 더 있나요,질문
네 알겠습니다 택배비 제외하고 환불 부탁드려요,질문
감사합니다 가면 플라잉 짚 체험 가능하다던데 맞나요,질문
그럼 육개월마다 한 번씩 바뀌는 거에요,질문
회원님 수강종료일까지 며칠 남으셨나요,질문
발음 교정기는 뭔가요,질문
가스 오븐이요 그럼 전원이나 가스는 다 괜찮으시다는 거죠,질문
네 선생님 답변은 만족스러우셨나요,질문
티비를 구매하실 때 받은 리모컨으로 나가기 버튼을 눌러보시길 바랍니다,질문
고석정에서 타면 되는건가요,질문
수강 후기는 어떻게 작성 하나요,질문
무엇을 도와 드릴까요,질문
일단 말씀 잘 알겠습니다 담당자 연락처도 부탁드립니다,질문
아니요 다른 문의사항은 없고 업체에 빨리 좀 부탁한다고 해주세요,질문
네 배송 중인 상품의 위치를 알고싶어요,질문
렌터카 대여가 당일도 된다고 들었는데 맞나요,질문
그래요 그래도 모두 다 그런 건 아니죠,질문
지금 시에서 사용하고 있는 건가요,질문
아 그럼 별도 입력 없이 자동으로 오는 건가요,질문
이의제기의 어떤 거 말씀이실까요,질문
그럼 소음이나 진동을 발생시킨 경우에는요,질문
전화 예매도 가능한가요,질문
예약 없이 가도 되나요,질문
성인은 바로 되는 거 아닌가요,질문
황기 버섯 불고기는 처음 들어보네요 양은 좀 넉넉한가요,질문
배정 방법 맞으십니까,질문
그럼 바로 연결 좀 부탁드릴게요,질문
주소에 있는 소속가 있나요,질문
제가 그건 따로 안 적어와서요 어떻게 확인이 안될까요,질문
네 고객님 무엇을 도와드릴까요,질문
고객님 주문하신 교재를 수령하셨을까요,질문
몇 시에 방문 갈까요 고객님,질문
대형상품의 배송비가 궁금해요,질문
예 수고가 많으십니다 제가 질문사항이 있어서 전화드렸어요,질문
모델명이 어떻게 되시나요,질문
혹시 2학기에 개설되는 건가요,질문
갈만한 숙소 좀 있을지 안내 좀 부탁드리려구요,질문
네 말씀하세요 고객님,질문
그 주소에 주소라고 되어 있는데 같은 아파트세요,질문
네 어떤 문의이실까요 고객님,질문
소속로 중등 교원 자격증을 취득할 수 있습니까,질문
네 어떤 문의이실까요,질문
선생님이 태안 터미널에서 주소까지 비용과 시간이 궁금하신거죠,질문
네 확인이 잘 됐습니까,질문
더 궁금하신 점은 없으십니까,질문
행정 심판이요 그건 어떻게 하는 건가요,질문
여러가지 가능 하신데 다 말씀드릴까요,질문
다른문의 사항 있으실까요,질문
카드로 결제했어요 이건 좀 걸리죠,질문
네 일단 제거한 후 표준세탁을 한번 해보시겠어요,질문
감사합니다 고객님께서 매장 직접 방문하셨습니까,질문
주로 어떤 볼거리가 있나요,질문
기간제 교사 연구학교 경력이 인정 되나요,질문
제품을 구입한 지는 얼마나 되었나요,질문
그럼 다운로드가 다 된 건가요,질문
전체 시간은 얼마나 되나요,질문
교육도 진행을 해주시나요,질문
확인을 위해서 주문하신 성함이랑 연락처 확인 좀 먼저 부탁드리겠습니다,질문
네 고객님 성함과 전화번호는 어떻게 되실까요,질문
에레오 바이러스인 것 같은데 어떻게 해야 하나요,질문
네 아이핀 발급할 때 별도의 비용이 드나요,질문
예 상품 재고 있나요,질문
홈페이지에서 잘 못 찾겠거든요 연락처 있나요,질문
그래요 빨리 해주실 수 있나요,질문
네 고객님 주문 건 확인 위해서 성함과 핸드폰 번호 부탁드리겠습니다,질문
그러셨어요 고객님 우선은 성함이랑 연락처 확인 좀 먼저 부탁드리겠습니다,질문
여보세요 네 안녕하세요 천안역에서 제일 가까운 동사무소나 구청 어디 있나요,질문
네 안녕하세요 경주 은행나무가 많은 숲길이 있을까요,질문
아 그러면 인원추가 시에도 추가금액이 생기나요,질문
네 객실이용은 몇명까지 가능한가요,질문
신청 강좌 숨김 및 숨김 강좌보기 기능이 궁금합니다,질문
여기 사이트에 활동 이력 등록 안 하면 코칭 기회 없어지나요,질문
고객님 어떤 문의실까요 편히 말씀해 주세요,질문
네 골프장 이름 알려주세요,질문
네 무엇을 도와드릴까요,질문
저희 홈페이지에 자세한 내용이 올라와 있으니 확인 부탁드립니다,질문
우두산은 어디쯤에 있나요,질문
공무원 보수규정 제 이십팔조에 따라 휴직기간이 일 년 이하인 경우 봉급의 칠십퍼센트를 지급 받을수 있나요,질문
융자 취급 은행은 어디인가요,질문
네 우선 홈페이지 결제 페이지로 가셔서 결제를 하시고요,질문
공무원이 아니라면 기간제 근로자나 사회복무요원 말씀이신가요,질문
추가 문의 사항 언제든지 연락 주세요,질문
네네 그러면 예약을 하고 싶은데 번호 안내 가능하실까요,질문
네 고객님 업체측이랑 통화가 안 되셨나요,질문
네 맞습니다 고객님 성함과 연락처 부탁드리겠습니다,질문
이 중에 5과목이라는 거죠,질문
네 예약 할게요 12월 24일 1박이요,질문
다른 문의는 없으신가요,질문
혹시 어떤 항의 문의이십니까,질문
소속가 미쉐린가이드에 소개된 집 맞나요,질문
그러면 택시비가 얼마 정도 나올까요,질문
그러니까 검정고시로 끝이 아니라 대입도 준비하는 그런 건가요,질문
네 확인 감사드리구요 고객님 주소가 부산시 부산진구 주소 맞으실까요,질문
네 불러 주세요 메모 가능합니다,질문
제가 확인 후 말씀드리겠습니다 잠시만 기다려주세요,질문
종료된 이유는 무엇인가요,질문
자가용이라고 하시면 화물자가용이십니까,질문
고객님 골프 여행 코스도 추가하시려는 거지요,질문
네 어떤 안내 필요하셔서 전화 주셨을까요,질문
패브릭 상품에서 특히 그러던데 왜 그런건가요,질문
추가로 궁금하시거나 안내해 드릴 사항이 있을까요,질문
기다려 주셔서 감사합니다 상품 회수 진행 안 된 거 맞으시죠,질문
조금 시간이 걸리는 점 양해 부탁 드립니다,질문
이거 무료 배송 아니예요,질문
여기 찾았네요 설명회 강연도 다시 볼 수가 있네요,질문
네 어떻게 되어 있나요,질문
지금 저기 콜센터라고 얘기했나요,질문
어디다 연락을 드리면 될까요,질문
무료회원이시고 이번에 시험을 보셨다는 말씀이시네요,질문
기간이 지난 후에는 발급이 안 되므로 꼭 다음달 오일 전까지 신청해주셔야 해요,질문
네 고객님 상품 어떤 문의십니까,질문
신규 가입 중단은 언제인가요,질문
내일 저녁으로 예약을 부탁드립니다 7시 도착 예정입니다,질문
아니요 몇가지만 알려주세요,질문
네 그러신가요 오류 메세지는 없고 재생만 안되는건가요,질문
아니 충청남도 있잖아요 뭐 과라든지 그 과가 있잖아요,질문
잠시만요 고객님 어디 레터 쪽에 말씀하시는 거예요,질문
그러면 홈페이지에서만 취소가 가능한가요,질문
그 사업에 참여하려면 어떻게 하면 되나요,질문
네 삼계탕 단일 메뉴 하나뿐이죠,질문
혹시 단체 할인도 되나요,질문
해당 연령대 국어 수업 설명을 좀 드릴까요 고객님,질문
이렇게만 하면 되나요,질문
네 고객님 저희 소속에 방문 예정이시군요,질문
네 맞습니다 고객님 어떤 걸 도와드릴까요,질문
접속 안 하는 사이트 정리 중인데 회원 탈퇴는 어떻게 해요,질문
동송읍 양지리에 있는 그 산 맞죠,질문
구입한 모든 상품 반품하고 싶어요,질문
옥천역까지 총 소요 시간이 얼마나 걸리나요,질문
더 다른 문의사항 있으실까요,질문
네 부탁 좀 드릴게요,질문
그러면 한 번 껐다 켜보시겠어요,질문
경품 당첨 됬는데 언제 배송되나요,질문
혹시 사용기간도 정해져 있나요,질문
왜 바꿔서 사용할 필요가 없죠,질문
감사합니다 다른 문의사항 있으십니까,질문
오너스 혜택이랑 다른 혜택이 중복 사용되나요,질문
네 어떤 질문이신데요,질문
방송 알리미 등록할려고 하는데 확인 어떻게 하나요,질문
